external_id,Gender,overall_risk_flag,payment method,avg_price,City,Trip_ID,Trip_Time,Fare,Trip_Duration_min,Distance_km,Pickup_Zone,Dropoff_Zone,Peak,IsValidTrip,TripHour,TripMonth,TripWeekday,IsWeekend,InvalidReason
923140,Male,High Risk,Cash,0.2314,Amman,40,1/30/2024 18:15,3.2,43,13.83,Downtown,Mall Area,1,1,18,1,2,0,
997538,Female,High Risk,Credit Card,0.165,Amman,41,1/2/2024 19:13,2.34,62,14.18,Airport,Mall Area,0,1,19,1,2,0,
927970,Female,High Risk,Wallet,0.1441,Amman,42,3/11/2024 23:23,3.3,86,22.9,Airport,Mall Area,0,1,23,3,1,0,
950028,Male,High Risk,Cash,0.0874,Amman,43,1/12/2024 0:32,2.45,80,28.04,Airport,Residential,0,1,0,1,5,1,
929569,Female,High Risk,Credit Card,0.1433,Amman,44,3/1/2024 17:45,3.39,106,23.65,Airport,Downtown,1,1,17,3,5,1,
926078,Male,High Risk,Wallet,0.1566,Irbid,45,3/24/2024 3:22,1.85,30,11.81,Residential,Bus Station,0,1,3,3,7,0,
920417,Female,High Risk,Cash,0.2578,Karak,46,5/6/2024 0:29,1.07,13,4.15,City Center,Residential,0,1,0,5,1,0,
934561,Male,Medium Risk,Cash,0.1568,Zarqa,47,3/16/2024 15:09,2.07,30,13.2,Industrial Zone,Industrial Zone,0,1,15,3,6,1,
956431,Male,Medium Risk,Cash,0.1396,Amman,48,1/27/2024 21:57,3.61,105,25.86,Airport,Downtown,1,1,21,1,6,1,
924193,Male,High Risk,Cash,0.23,Amman,49,2/29/2024 15:42,1.98,22,8.61,Mall Area,Downtown,0,1,15,2,4,0,
942768,Male,High Risk,Cash,0.1647,Amman,50,4/30/2024 17:48,3.54,93,21.49,Airport,Mall Area,1,1,17,4,2,0,
910414,Male,High Risk,Cash,0.1345,Amman,51,1/22/2024 22:24,2.96,84,22.01,Airport,Downtown,0,1,22,1,1,0,
931412,Female,Medium Risk,Cash,0.2201,Irbid,52,1/28/2024 13:28,1.14,17,5.18,Residential,Bus Station,0,1,13,1,7,0,
992368,Female,Medium Risk,Wallet,0.1348,Amman,53,5/19/2024 0:04,2.15,65,15.95,Airport,Business District,0,1,0,5,7,0,
981796,Female,High Risk,Credit Card,0.1031,Amman,54,1/23/2024 22:27,2.89,80,28.03,Airport,Residential,0,1,22,1,2,0,
956211,Male,Medium Risk,Cash,0.2294,Zarqa,55,4/30/2024 0:59,2.37,26,10.33,Industrial Zone,Residential,0,1,0,4,2,0,
952714,Female,Medium Risk,Credit Card,0.1237,Amman,56,1/19/2024 8:57,3.1,89,25.06,Airport,Residential,1,1,8,1,5,1,
910951,Female,High Risk,Wallet,0.2041,Jerash,57,2/29/2024 19:49,2.31,25,11.32,Tourist Area,Residential,0,1,19,2,4,0,
914329,Male,Medium Risk,Cash,0.197,Amman,58,1/16/2024 7:59,2.53,42,12.84,Downtown,Business District,1,1,7,1,2,0,
951259,Female,High Risk,Cash,0.2601,Irbid,59,1/16/2024 8:14,1.68,26,6.46,Bus Station,City Center,1,1,8,1,2,0,
973472,Male,High Risk,Cash,0.2404,Amman,60,1/3/2024 22:36,2.19,20,9.11,Mall Area,Airport,0,1,22,1,3,0,
907878,Female,Medium Risk,Cash,0.1909,Amman,61,4/8/2024 8:42,2.57,32,13.46,Downtown,Mall Area,1,1,8,4,1,0,
971437,Male,Medium Risk,Credit Card,0.248,Amman,62,4/15/2024 1:09,1.9,19,7.66,Mall Area,Downtown,0,1,1,4,1,0,
917439,Male,Medium Risk,Credit Card,0.1635,Amman,63,1/31/2024 16:34,2.71,82,16.57,Airport,Mall Area,1,1,16,1,3,0,
932606,Male,Medium Risk,Cash,0.1903,Zarqa,64,1/4/2024 8:32,2.72,42,14.29,Industrial Zone,City Center,1,1,8,1,4,0,
986870,Female,High Risk,Cash,0.1942,Amman,65,5/14/2024 16:08,2.93,46,15.09,Downtown,Downtown,1,1,16,5,2,0,
992264,Male,Medium Risk,Cash,0.2517,Zarqa,66,4/26/2024 8:06,2.21,26,8.78,City Center,Residential,1,1,8,4,5,1,
923418,Female,Medium Risk,Credit Card,0.2046,Irbid,67,3/21/2024 18:20,2.59,38,12.66,City Center,City Center,1,1,18,3,4,0,
974915,Male,Medium Risk,Wallet,0.1297,Amman,68,1/20/2024 23:15,2.22,49,17.11,Airport,Residential,0,1,23,1,6,1,
984428,Male,Medium Risk,Cash,0.3902,Amman,69,3/18/2024 11:09,4.94,17,12.66,Business District,Downtown,0,1,11,3,1,0,
903167,Male,Medium Risk,Cash,0.1484,Irbid,70,4/8/2024 19:29,1.69,30,11.39,University Area,University Area,0,1,19,4,1,0,
988258,Female,High Risk,Cash,0.1788,Zarqa,71,4/28/2024 15:07,2.02,30,11.3,City Center,Industrial Zone,0,1,15,4,7,0,
968364,Female,High Risk,Cash,0.2023,Jerash,72,3/2/2024 8:55,2.87,35,14.19,Tourist Area,City Center,1,1,8,3,6,1,
974979,Female,High Risk,Credit Card,0.2097,Amman,73,5/17/2024 17:11,3.23,51,15.4,Downtown,Mall Area,1,1,17,5,5,1,
981399,Female,High Risk,Cash,0.2031,Madaba,74,4/9/2024 17:09,2.98,41,14.67,Tourist Area,Airport Road,1,1,17,4,2,0,
987300,Male,Medium Risk,Wallet,0.1604,Irbid,75,2/13/2024 9:33,2.04,32,12.72,University Area,University Area,0,1,9,2,2,0,
913811,Male,Medium Risk,Cash,0.2911,Jerash,76,5/22/2024 13:16,1.54,15,5.29,Tourist Area,Bus Station,0,1,13,5,3,0,
936868,Male,High Risk,Credit Card,0.1297,Mafraq,77,2/6/2024 17:49,1.23,30,9.48,City Center,City Center,1,1,17,2,2,0,
952485,Male,High Risk,Credit Card,0.199,Amman,78,3/30/2024 20:54,2.87,42,14.42,Residential,Mall Area,1,1,20,3,6,1,
929704,Female,Medium Risk,Cash,0.2345,Irbid,79,5/30/2024 18:06,1.55,29,6.61,University Area,Bus Station,1,1,18,5,4,0,
958171,Male,High Risk,Credit Card,0.1368,Amman,80,4/5/2024 18:58,2.72,82,19.89,Airport,Business District,1,1,18,4,5,1,
973715,Male,Medium Risk,Wallet,0.1738,Zarqa,81,2/12/2024 18:01,2.15,44,12.37,Residential,City Center,1,1,18,2,1,0,
997320,Male,High Risk,Cash,0.159,Amman,82,3/30/2024 16:02,3.32,90,20.88,Airport,Mall Area,1,1,16,3,6,1,
956701,Male,Medium Risk,Cash,0.2152,Amman,83,3/5/2024 13:08,2.72,29,12.64,Mall Area,Business District,0,1,13,3,2,0,
953817,Female,Medium Risk,Cash,0.1936,Amman,84,2/15/2024 8:15,2.78,45,14.36,Mall Area,Downtown,1,1,8,2,4,0,
976985,Female,Medium Risk,Cash,0.1988,Zarqa,85,5/16/2024 5:44,2.62,36,13.18,Industrial Zone,Industrial Zone,0,1,5,5,4,0,
946239,Female,High Risk,Cash,0.1617,Amman,86,2/24/2024 19:56,2.37,62,14.66,Airport,Mall Area,0,1,19,2,6,1,
980340,Female,Medium Risk,Credit Card,0.1828,Zarqa,87,5/23/2024 11:00,1.57,24,8.59,Industrial Zone,Residential,0,1,11,5,4,0,
915933,Male,Medium Risk,Credit Card,0.2246,Madaba,88,5/29/2024 6:11,1.28,15,5.7,Tourist Area,Residential,0,1,6,5,3,0,
974808,Male,High Risk,Cash,0.207,Amman,89,2/29/2024 18:24,3.31,47,15.99,Mall Area,Business District,1,1,18,2,4,0,
938701,Female,Medium Risk,Cash,0.22,Amman,90,3/22/2024 12:18,2.05,21,9.32,Residential,Business District,0,1,12,3,5,1,
976999,Female,Medium Risk,Cash,0.3534,Aqaba,91,3/31/2024 10:56,5.16,25,14.6,Port Area,Residential,0,1,10,3,7,0,
959204,Female,Medium Risk,Wallet,0.194,Amman,92,3/2/2024 22:34,2.91,39,15,Business District,Business District,0,1,22,3,6,1,
920730,Female,Medium Risk,Wallet,0.1155,Amman,93,1/9/2024 20:46,1.75,52,15.15,Airport,Airport,1,1,20,1,2,0,
970080,Male,High Risk,Credit Card,0.1519,Zarqa,94,5/25/2024 13:16,1.77,27,11.65,Bus Station,Residential,0,1,13,5,6,1,
992955,Female,High Risk,Wallet,0.1894,Zarqa,95,2/25/2024 16:46,1.65,31,8.71,Bus Station,City Center,1,1,16,2,7,0,
946882,Male,High Risk,Wallet,0.1309,Amman,96,4/24/2024 14:50,2.99,86,22.84,Airport,Business District,0,1,14,4,3,0,
993242,Male,Medium Risk,Cash,0.1872,Zarqa,97,2/27/2024 22:33,1.46,19,7.8,Residential,Residential,0,1,22,2,2,0,
980039,Male,High Risk,Cash,0.4005,Aqaba,98,4/14/2024 8:01,6.88,31,17.18,Port Area,Residential,1,1,8,4,7,0,
956390,Male,High Risk,Cash,0.1987,Amman,99,1/30/2024 8:43,2.77,45,13.94,Downtown,Business District,1,1,8,1,2,0,
978479,Female,High Risk,Credit Card,0.1849,Irbid,100,5/27/2024 20:50,2.25,41,12.17,University Area,Bus Station,1,1,20,5,1,0,
938588,Male,Medium Risk,Credit Card,0.4023,Amman,101,2/24/2024 18:37,5.72,29,14.22,Business District,Mall Area,1,1,18,2,6,1,
983162,Female,Medium Risk,Cash,0.2312,Zarqa,102,2/13/2024 12:49,1.85,19,8,City Center,Industrial Zone,0,1,12,2,2,0,
924362,Male,High Risk,Credit Card,0.1515,Amman,103,1/26/2024 17:25,3.64,88,24.03,Airport,Downtown,1,1,17,1,5,1,
972106,Male,Medium Risk,Cash,0.1703,Jerash,104,3/10/2024 22:46,1.79,22,10.51,City Center,Tourist Area,0,1,22,3,7,0,
923614,Female,High Risk,Cash,0.1528,Amman,105,1/16/2024 18:16,3.55,86,23.24,Airport,Downtown,1,1,18,1,2,0,
964962,Male,Medium Risk,Cash,0.2415,Amman,106,4/28/2024 14:13,2.34,27,9.69,Downtown,Mall Area,0,1,14,4,7,0,
928407,Male,High Risk,Credit Card,0.1849,Irbid,107,3/17/2024 18:28,2.33,39,12.6,Bus Station,Residential,1,1,18,3,7,0,
909338,Female,Medium Risk,Cash,0.241,Irbid,108,5/25/2024 5:27,1.47,14,6.1,Residential,Residential,0,1,5,5,6,1,
975410,Female,Medium Risk,Credit Card,0.2316,Irbid,109,1/19/2024 20:06,1.76,32,7.6,University Area,Residential,1,1,20,1,5,1,
980918,Male,High Risk,Cash,0.1718,Zarqa,110,3/23/2024 23:07,2.1,28,12.22,City Center,Residential,0,1,23,3,6,1,
920229,Female,High Risk,Cash,0.1602,Madaba,111,3/7/2024 17:20,1.64,36,10.24,City Center,Residential,1,1,17,3,4,0,
909783,Male,Medium Risk,Cash,0.3719,Amman,112,2/10/2024 16:37,6.5,38,17.48,Business District,Mall Area,1,1,16,2,6,1,
916837,Male,High Risk,Credit Card,0.4644,Aqaba,113,2/11/2024 20:30,6.66,38,14.34,Port Area,Tourist Area,1,1,20,2,7,0,
904168,Male,High Risk,Cash,0.1499,Amman,114,5/11/2024 22:49,2.72,70,18.15,Airport,Business District,0,1,22,5,6,1,
952255,Male,Medium Risk,Cash,0.1348,Zarqa,115,5/13/2024 22:35,1.64,28,12.17,Residential,Industrial Zone,0,1,22,5,1,0,
918855,Male,Medium Risk,Cash,0.2524,Irbid,116,5/28/2024 16:04,1.32,21,5.23,Bus Station,Residential,1,1,16,5,2,0,
950830,Male,Medium Risk,Credit Card,0.2058,Irbid,117,4/15/2024 18:18,2.36,35,11.47,Bus Station,University Area,1,1,18,4,1,0,
913499,Male,High Risk,Cash,0.1502,Karak,118,5/25/2024 20:06,1.89,44,12.58,City Center,City Center,1,1,20,5,6,1,
952655,Female,Medium Risk,Cash,0.4878,Amman,119,3/18/2024 14:06,4.61,11,9.45,Business District,Downtown,0,1,14,3,1,0,
968072,Male,Medium Risk,Wallet,0.2067,Zarqa,120,2/3/2024 17:27,3.21,45,15.53,Industrial Zone,Residential,1,1,17,2,6,1,
984408,Male,High Risk,Cash,0.1813,Amman,121,5/20/2024 6:17,1.78,26,9.82,Downtown,Airport,0,1,6,5,1,0,
934243,Male,Medium Risk,Wallet,0.2038,Irbid,122,3/22/2024 20:54,2.04,34,10.01,Bus Station,University Area,1,1,20,3,5,1,
951784,Male,High Risk,Credit Card,0.132,Amman,123,1/26/2024 20:26,3.15,95,23.86,Airport,Business District,1,1,20,1,5,1,
948158,Male,High Risk,Cash,0.1399,Amman,124,5/20/2024 13:04,2.89,82,20.66,Airport,Business District,0,1,13,5,1,0,
913992,Male,High Risk,Wallet,0.1456,Zarqa,125,2/12/2024 13:24,2.11,39,14.49,Industrial Zone,Residential,0,1,13,2,1,0,
942342,Male,High Risk,Credit Card,0.1444,Mafraq,126,4/27/2024 12:31,1.21,16,8.38,Border Road,City Center,0,1,12,4,6,1,
916668,Female,High Risk,Wallet,0.2083,Zarqa,127,4/9/2024 8:11,2.26,41,10.85,Residential,Industrial Zone,1,1,8,4,2,0,
929463,Male,Medium Risk,Credit Card,0.1979,Irbid,128,1/2/2024 15:42,1.69,21,8.54,Residential,City Center,0,1,15,1,2,0,
998407,Male,High Risk,Cash,0.1368,Amman,129,1/22/2024 22:20,2.38,76,17.4,Airport,Downtown,0,1,22,1,1,0,
929950,Female,High Risk,Credit Card,0.1567,Amman,130,1/10/2024 20:42,1.99,37,12.7,Mall Area,Residential,1,1,20,1,3,0,
935214,Male,Medium Risk,Cash,0.2205,Amman,131,3/28/2024 18:50,2.22,39,10.07,Business District,Residential,1,1,18,3,4,0,
927563,Female,High Risk,Cash,0.154,Amman,132,4/8/2024 18:53,3.37,95,21.88,Airport,Mall Area,1,1,18,4,1,0,
997300,Female,Medium Risk,Cash,0.2059,Amman,133,5/9/2024 10:27,1.9,27,9.23,Mall Area,Business District,0,1,10,5,4,0,
919582,Female,High Risk,Cash,0.3333,Aqaba,134,1/15/2024 22:54,5.32,30,15.96,Port Area,Port Area,0,1,22,1,1,0,
908368,Female,High Risk,Credit Card,0.2115,Zarqa,135,2/26/2024 18:40,2.51,34,11.87,City Center,Bus Station,1,1,18,2,1,0,
922644,Female,Medium Risk,Credit Card,0.2325,Amman,136,4/1/2024 10:52,2.13,26,9.16,Downtown,Business District,0,1,10,4,1,0,
954122,Female,High Risk,Cash,0.3963,Aqaba,137,4/3/2024 6:20,5.12,21,12.92,Port Area,Residential,0,1,6,4,3,0,
969440,Male,High Risk,Cash,0.2052,Amman,138,5/15/2024 2:31,2.66,29,12.96,Residential,Business District,0,1,2,5,3,0,
924414,Male,High Risk,Cash,0.1824,Amman,139,2/3/2024 13:01,2.11,22,11.57,Downtown,Downtown,0,1,13,2,6,1,
960033,Female,High Risk,Cash,0.2988,Aqaba,140,2/11/2024 11:26,5.08,27,17,Port Area,City Center,0,1,11,2,7,0,
941441,Male,High Risk,Cash,0.1659,Zarqa,141,2/15/2024 13:28,1.45,26,8.74,Residential,Residential,0,1,13,2,4,0,
938750,Female,Medium Risk,Credit Card,0.1648,Zarqa,142,3/8/2024 18:54,1.46,33,8.86,Residential,Residential,1,1,18,3,5,1,
988622,Male,Medium Risk,Wallet,0.1978,Amman,143,3/13/2024 20:46,3.47,44,17.54,Downtown,Residential,1,1,20,3,3,0,
931708,Female,Medium Risk,Cash,0.2033,Amman,144,5/20/2024 8:21,2.98,47,14.66,Business District,Residential,1,1,8,5,1,0,
911197,Female,Medium Risk,Wallet,0.2387,Madaba,145,4/5/2024 11:17,2.65,29,11.1,Tourist Area,Tourist Area,0,1,11,4,5,1,
917132,Male,High Risk,Cash,0.1747,Zarqa,146,4/7/2024 14:38,2.2,34,12.59,Residential,City Center,0,1,14,4,7,0,
915470,Female,High Risk,Credit Card,0.2128,Amman,147,3/25/2024 7:55,3.53,43,16.59,Downtown,Residential,1,1,7,3,1,0,
932007,Male,Medium Risk,Cash,0.177,Amman,148,5/5/2024 20:51,2.46,46,13.9,Downtown,Mall Area,1,1,20,5,7,0,
982013,Male,Medium Risk,Credit Card,0.1394,Zarqa,149,1/23/2024 0:05,2.15,41,15.42,Residential,City Center,0,1,0,1,2,0,
908147,Male,Medium Risk,Cash,0.2458,Aqaba,150,1/7/2024 16:51,3.1,32,12.61,City Center,Port Area,1,1,16,1,7,0,
911318,Female,Medium Risk,Wallet,0.2259,Madaba,151,5/26/2024 18:09,3.3,43,14.61,Tourist Area,Residential,1,1,18,5,7,0,
986161,Female,High Risk,Cash,0.1696,Irbid,152,4/8/2024 0:37,2.09,31,12.32,University Area,City Center,0,1,0,4,1,0,
904239,Female,High Risk,Cash,0.1619,Zarqa,153,2/8/2024 8:42,2.57,46,15.87,Industrial Zone,Industrial Zone,1,1,8,2,4,0,
957020,Female,Medium Risk,Cash,0.1948,Karak,154,1/19/2024 9:54,1.19,18,6.11,Residential,City Center,0,1,9,1,5,1,
916278,Female,High Risk,Credit Card,0.1475,Amman,155,3/2/2024 0:08,3.21,77,21.77,Airport,Business District,0,1,0,3,6,1,
968871,Male,High Risk,Cash,0.1449,Mafraq,156,5/2/2024 13:49,0.93,15,6.42,Border Road,Industrial Zone,0,1,13,5,4,0,
908490,Female,High Risk,Cash,0.4402,Amman,157,3/1/2024 22:34,6.26,18,14.22,Business District,Downtown,0,1,22,3,5,1,
940517,Female,High Risk,Wallet,0.1096,Amman,158,2/6/2024 0:54,2.27,56,20.71,Airport,Residential,0,1,0,2,2,0,
950839,Male,Medium Risk,Cash,0.2398,Irbid,159,2/22/2024 17:50,1.94,32,8.09,Residential,City Center,1,1,17,2,4,0,
924651,Male,Medium Risk,Cash,0.251,Amman,160,1/4/2024 18:57,2.5,33,9.96,Downtown,Downtown,1,1,18,1,4,0,
972791,Male,Medium Risk,Credit Card,0.2094,Madaba,161,1/3/2024 13:13,2.1,25,10.03,Tourist Area,City Center,0,1,13,1,3,0,
937293,Male,Medium Risk,Cash,0.1914,Irbid,162,3/22/2024 14:00,1.56,20,8.15,University Area,City Center,0,1,14,3,5,1,
921002,Male,Medium Risk,Credit Card,0.1553,Irbid,163,2/24/2024 23:45,1.86,24,11.98,Residential,Residential,0,1,23,2,6,1,
949065,Male,Medium Risk,Credit Card,0.4185,Irbid,164,2/12/2024 21:31,1.54,22,3.68,Bus Station,University Area,1,1,21,2,1,0,
964158,Male,Medium Risk,Credit Card,0.1331,Amman,165,2/17/2024 0:49,2.72,79,20.43,Airport,Business District,0,1,0,2,6,1,
946772,Male,High Risk,Cash,0.1527,Amman,166,4/24/2024 17:45,3.12,91,20.43,Airport,Downtown,1,1,17,4,3,0,
950036,Male,High Risk,Cash,0.1338,Amman,167,5/20/2024 17:30,4.13,120,30.86,Airport,Business District,1,1,17,5,1,0,
916613,Female,Medium Risk,Cash,0.1618,Irbid,168,1/14/2024 18:04,1.82,34,11.25,City Center,Residential,1,1,18,1,7,0,
940781,Male,Medium Risk,Credit Card,0.1845,Amman,169,1/31/2024 11:21,2.24,33,12.14,Downtown,Downtown,0,1,11,1,3,0,
910745,Female,High Risk,Cash,0.2066,Amman,170,1/28/2024 18:12,2.52,39,12.2,Residential,Residential,1,1,18,1,7,0,
951267,Male,High Risk,Wallet,0.2454,Amman,171,3/18/2024 8:27,2.79,36,11.37,Downtown,Mall Area,1,1,8,3,1,0,
913307,Male,High Risk,Credit Card,0.1471,Amman,172,4/4/2024 20:59,2.99,90,20.32,Airport,Downtown,1,1,20,4,4,0,
971902,Female,High Risk,Cash,0.2204,Irbid,173,1/10/2024 18:29,1.86,31,8.44,City Center,City Center,1,1,18,1,3,0,
977545,Male,High Risk,Cash,0.1972,Amman,174,2/12/2024 20:34,2.66,39,13.49,Mall Area,Business District,1,1,20,2,1,0,
905053,Female,Medium Risk,Credit Card,0.2311,Amman,175,2/18/2024 6:31,1.83,21,7.92,Downtown,Business District,0,1,6,2,7,0,
921217,Female,Medium Risk,Credit Card,0.1753,Zarqa,176,1/23/2024 16:57,3.74,57,21.34,Industrial Zone,Residential,1,1,16,1,2,0,
980396,Female,High Risk,Cash,0.1926,Irbid,177,2/22/2024 20:15,2.03,29,10.54,University Area,University Area,1,1,20,2,4,0,
980889,Female,High Risk,Wallet,0.1936,Jerash,178,2/18/2024 0:51,1.15,16,5.94,City Center,Tourist Area,0,1,0,2,7,0,
929321,Female,High Risk,Cash,0.1378,Amman,179,2/13/2024 18:04,3.62,97,26.27,Airport,Airport,1,1,18,2,2,0,
998941,Female,High Risk,Cash,0.2097,Amman,180,2/13/2024 17:40,3.8,49,18.12,Business District,Residential,1,1,17,2,2,0,
903025,Female,High Risk,Cash,0.4811,Aqaba,181,1/19/2024 13:04,5.46,23,11.35,Port Area,Tourist Area,0,1,13,1,5,1,
974075,Female,Medium Risk,Credit Card,0.2433,Amman,182,1/11/2024 7:25,2.62,38,10.77,Downtown,Business District,1,1,7,1,4,0,
961326,Male,High Risk,Credit Card,0.1216,Amman,183,1/10/2024 18:57,2.9,106,23.84,Airport,Downtown,1,1,18,1,3,0,
993877,Female,High Risk,Cash,0.1798,Amman,184,4/24/2024 0:05,1.92,26,10.68,Business District,Business District,0,1,0,4,3,0,
986991,Female,Medium Risk,Credit Card,0.1939,Irbid,185,4/4/2024 17:08,1.72,34,8.87,Residential,Residential,1,1,17,4,4,0,
929808,Male,Medium Risk,Credit Card,0.1827,Amman,186,2/8/2024 6:01,2.78,41,15.22,Downtown,Airport,0,1,6,2,4,0,
901081,Male,High Risk,Cash,0.1781,Karak,187,5/15/2024 16:40,2.67,39,14.99,Residential,Residential,1,1,16,5,3,0,
903947,Male,High Risk,Cash,0.214,Irbid,188,3/25/2024 22:33,1.38,18,6.45,University Area,Bus Station,0,1,22,3,1,0,
928917,Female,Medium Risk,Cash,0.235,Irbid,189,4/28/2024 18:11,1.64,31,6.98,City Center,City Center,1,1,18,4,7,0,
992497,Male,High Risk,Credit Card,0.249,Amman,190,1/12/2024 6:32,1.93,19,7.75,Business District,Business District,0,1,6,1,5,1,
998985,Female,High Risk,Wallet,0.1451,Amman,191,3/3/2024 16:11,3.81,113,26.26,Airport,Business District,1,1,16,3,7,0,
